edited_name,Cyan
Calicium_adaequatum,0
Calicium_adspersum,0
Calicium_chlorosporum,0
Calicium_denigratum,0
Calicium_glaucellum,0
Calicium_hyperelloides,0
Calicium_montanum,0
Calicium_pinastri,0
Calicium_quercinum,0
Calicium_robustellum,0
Calicium_salicinum,0
Calicium_sequoiae,0
Calicium_trabinellum,0
Calicium_tricolor,0
Calicium_victorianum,0
Calicium_viride,0
Cyphelium_inquinans,0
Cyphelium_karelicum,0
Cyphelium_lucidum,0
Cyphelium_notarisii,0
Cyphelium_tigillare,0
Dermatiscum_thunbergii,0
Dimelaena_oreina,0
Dimelaena_radiata,0
Diploicia_canescens,0
Diploicia_subcanescens,0
Diplotomma_alboatrum,0
Diplotomma_epipolium,0
Diplotomma_pharcidium,0
Diplotomma_rivas_martinezii,0
Diplotomma_subdispersa,0
Diplotomma_venustum,0
Dirinaria_aegialita,0
Dirinaria_applanata,0
Dirinaria_confusa,0
Dirinaria_picta,0
Hafellia_dissa,0
Pyxine_albovirens,0
Pyxine_coccoes,0
Pyxine_consocians,0
Pyxine_copelandii,0
Pyxine_endochrysina,0
Pyxine_farinosa,0
Pyxine_limbulata,0
Pyxine_petricola,0
Pyxine_sorediata,0
Pyxine_subcinerea,0
Rinodina_cacuminum,0
Santessonia_namibensis,0
Santessonia_sorediata,0
Tetramelas_confusus,0
Tetramelas_phaeophysciae,0
Tetramelas_pulverulentus,0
Texosporium_sancti_jacobi,0
Thelomma_mammosum,0
Thelomma_ocellatum,0
Tholurna_dissimilis,0
Anaptychia_bryorum,0
Anaptychia_ciliaris,0
Anaptychia_crinalis,0
Anaptychia_desertorum,0
Anaptychia_elburziana,0
Anaptychia_isidiata,0
Anaptychia_palmatula,0
Anaptychia_runcinata,0
Anaptychia_ulotricoides,0
Buellia_lindingeri,0
Coscinocladium_gaditanum,0
Heterodermia_albicans,0
Heterodermia_appendiculata,0
Heterodermia_boryi,0
Heterodermia_casarettiana,0
Heterodermia_comosa,0
Heterodermia_diademata,0
Heterodermia_dissecta,0
Heterodermia_erinacea,0
Heterodermia_flabellata,0
Heterodermia_hypochraea,0
Heterodermia_hypoleuca,0
Heterodermia_isidiophora,0
Heterodermia_japonica,0
Heterodermia_lamelligera,0
Heterodermia_leucomelaena,0
Heterodermia_lutescens,0
Heterodermia_microphylla,0
Heterodermia_obscurata,0
Heterodermia_pellucida,0
Heterodermia_propagulifera,0
Heterodermia_pseudospeciosa,0
Heterodermia_speciosa,0
Heterodermia_subascendens,0
Heterodermia_vulgaris,0
Hyperphyscia_adglutinata,0
Mobergia_calculiformis,0
Phaeophyscia_adiastola,0
Phaeophyscia_ciliata,0
Phaeophyscia_constipata,0
Phaeophyscia_denigrata,0
Phaeophyscia_endococcina,0
Phaeophyscia_endophoenicea,0
Phaeophyscia_exornatula,0
Phaeophyscia_hirsuta,0
Phaeophyscia_hirtella,0
Phaeophyscia_hirtuosa,0
Phaeophyscia_hispidula,0
Phaeophyscia_imbricata,0
Phaeophyscia_insignis,0
Phaeophyscia_limbata,0
Phaeophyscia_melanchra,0
Phaeophyscia_nigricans,0
Phaeophyscia_orbicularis,0
Phaeophyscia_primaria,0
Phaeophyscia_pusilloides,0
Phaeophyscia_pyrrhophora,0
Phaeophyscia_sciastra,0
Phaeophyscia_squarrosa,0
Phaeorrhiza_nimbosa,0
Phaeorrhiza_sareptana,0
Physcia_adscendens,0
Physcia_aipolia,0
Physcia_alba,0
Physcia_albinea,0
Physcia_alnophila,0
Physcia_atrostriata,0
Physcia_austrostellaris,0
Physcia_biziana,0
Physcia_caesia,0
Physcia_dimidiata,0
Physcia_dubia,0
Physcia_erumpens,0
Physcia_integrata,0
Physcia_jackii,0
Physcia_kalbii,0
Physcia_krogiae,0
Physcia_leptalea,0
Physcia_magnussonii,0
Physcia_millegrana,0
Physcia_nubila,0
Physcia_orientalis,0
Physcia_phaea,0
Physcia_semipinnata,0
Physcia_sorediosa,0
Physcia_stellaris,0
Physcia_subalbinea,0
Physcia_tenella,0
Physcia_tribacia,0
Physcia_tropica,0
Physcia_undulata,0
Physciella_chloantha,0
Physconia_americana,0
Physconia_detersa,0
Physconia_distorta,0
Physconia_elegantula,0
Physconia_enteroxantha,0
Physconia_grisea,0
Physconia_grumosa,0
Physconia_isidiigera,0
Physconia_kurokawae,0
Physconia_leucoleiptes,0
Physconia_muscigena,0
Physconia_perisidiosa,0
Physconia_servitii,0
Physconia_subpulverulenta,0
Physconia_thorstenii,0
Physconia_venusta,0
Rinodina_alba,0
Rinodina_albana,0
Rinodina_atrocinerea,0
Rinodina_bischoffii,0
Rinodina_cacaotina,0
Rinodina_calcarea,0
Rinodina_candidogrisea,0
Rinodina_capensis,0
Rinodina_confragosa,0
Rinodina_exigua,0
Rinodina_gallowayi,0
Rinodina_gennarii,0
Rinodina_herteliana,0
Rinodina_immersa,0
Rinodina_interpolata,0
Rinodina_jamesii,0
Rinodina_lecanorina,0
Rinodina_lepida,0
Rinodina_luridata,0
Rinodina_luridescens,0
Rinodina_milvina,0
Rinodina_mniaraea,0
Rinodina_nimisii,0
Rinodina_obnascens,0
Rinodina_oleae,0
Rinodina_olivaceobrunnea,0
Rinodina_oxydata,0
Rinodina_plana,0
Rinodina_pyrina,0
Rinodina_reagens,0
Rinodina_sophodes,0
Rinodina_teichophila,0
Rinodina_tephraspis,0
Rinodina_tunicata,0
Rinodina_turfacea,0
Rinodina_zwackhiana,0
Rinodinella_controversa,0
Rinodinella_dubyanoides,0
Tornabea_scutellifera,0
Catillaria_chalybeia,0
Catinaria_atropurpurea,0
Clauzadea_monticola,0
Calycidium_cuneatum,0
Carbonicola_anthracophila,0
Hypocenomyce_castaneocinerea,0
Carassea_connexa,0
Cladia_aggregata,0
Cladia_corallaizon,0
Cladia_deformis,0
Cladia_dumicola,0
Cladia_ferdinandii,0
Cladia_fuliginosa,0
Cladia_inflata,0
Cladia_moniliformis,0
Cladia_retipora,0
Cladia_schizopora,0
Cladia_sullivanii,0
Cladonia_acuminata,0
Cladonia_ahtii,0
Cladonia_albofuscescens,0
Cladonia_amaurocraea,0
Cladonia_anaemica,0
Cladonia_andesita,0
Cladonia_apodocarpa,0
Cladonia_arbuscula,0
Cladonia_argentea,0
Cladonia_asahinae,0
Cladonia_atlantica,0
Cladonia_bacilliformis,0
Cladonia_bahiana,0
Cladonia_beaumontii,0
Cladonia_bellidiflora,0
Cladonia_borbonica,0
Cladonia_borealis,0
Cladonia_boryi,0
Cladonia_botrytes,0
Cladonia_caespiticia,0
Cladonia_callosa,0
Cladonia_calyciformis,0
Cladonia_capitellata,0
Cladonia_cariosa,0
Cladonia_carneola,0
Cladonia_caroliniana,0
Cladonia_cartilaginea,0
Cladonia_cenotea,0
Cladonia_ceratophylla,0
Cladonia_cervicornis,0
Cladonia_chlorophaea,0
Cladonia_clathrata,0
Cladonia_coccifera,0
Cladonia_confusa,0
Cladonia_coniocraea,0
Cladonia_conista,0
Cladonia_consimilis,0
Cladonia_convoluta,0
Cladonia_corallifera,0
Cladonia_corniculata,0
Cladonia_cornuta,0
Cladonia_corsicana,0
Cladonia_corymbescens,0
Cladonia_crinita,0
Cladonia_crispata,0
Cladonia_crispatula,0
Cladonia_cristatella,0
Cladonia_cyathomorpha,0
Cladonia_cylindrica,0
Cladonia_deformis,0
Cladonia_delavayi,0
Cladonia_dendroides,0
Cladonia_densissima,0
Cladonia_didyma,0
Cladonia_digitata,0
Cladonia_dimorphoclada,0
Cladonia_divaricata,0
Cladonia_diversa,0
Cladonia_ecmocyna,0
Cladonia_elixii,0
Cladonia_evansii,0
Cladonia_farinacea,0
Cladonia_fimbriata,0
Cladonia_firma,0
Cladonia_fissidens,0
Cladonia_fleigiae,0
Cladonia_floerkeana,0
Cladonia_foliacea,0
Cladonia_fruticulosa,0
Cladonia_furcata,0
Cladonia_furfuraceoides,0
Cladonia_glauca,0
Cladonia_gracilis,0
Cladonia_grayi,0
Cladonia_hedbergii,0
Cladonia_hians,0
Cladonia_homchantarae,0
Cladonia_humilis,0
Cladonia_hypomelaena,0
Cladonia_incrassata,0
Cladonia_innominata,0
Cladonia_kurokawae,0
Cladonia_laii,0
Cladonia_latiloba,0
Cladonia_lepidophora,0
Cladonia_leporina,0
Cladonia_lopezii,0
Cladonia_luteoalba,0
Cladonia_macilenta,0
Cladonia_macilentoides,0
Cladonia_macroceras,0
Cladonia_macrophylla,0
Cladonia_macrophyllodes,0
Cladonia_magyarica,0
Cladonia_marionii,0
Cladonia_mauritiana,0
Cladonia_maxima,0
Cladonia_merochlorophaea,0
Cladonia_metacorallifera,0
Cladonia_metaminiata,0
Cladonia_minarum,0
Cladonia_miniata,0
Cladonia_mitis,0
Cladonia_multiformis,0
Cladonia_nana,0
Cladonia_nashii,0
Cladonia_neozelandica,0
Cladonia_nipponica,0
Cladonia_novochlorophaea,0
Cladonia_ochrochlora,0
Cladonia_pachycladodes,0
Cladonia_parvipes,0
Cladonia_peltastica,0
Cladonia_perforata,0
Cladonia_pertricosa,0
Cladonia_petrophila,0
Cladonia_peziziformis,0
Cladonia_phyllophora,0
Cladonia_piedadensis,0
Cladonia_pityrophylla,0
Cladonia_pleurota,0
Cladonia_pocillum,0
Cladonia_polydactyla,0
Cladonia_polyscypha,0
Cladonia_polystomata,0
Cladonia_portentosa,0
Cladonia_prancei,0
Cladonia_prostrata,0
Cladonia_pulvinata,0
Cladonia_pulvinella,0
Cladonia_pycnoclada,0
Cladonia_pyxidata,0
Cladonia_rangiferina,0
Cladonia_rangiformis,0
Cladonia_rappii,0
Cladonia_ravenelii,0
Cladonia_recticaulis,0
Cladonia_rei,0
Cladonia_rigida,0
Cladonia_robbinsii,0
Cladonia_rotundata,0
Cladonia_rudis,0
Cladonia_rugulosa,0
Cladonia_salmonea,0
Cladonia_scabriuscula,0
Cladonia_secundana,0
Cladonia_signata,0
Cladonia_sinensis,0
Cladonia_singhii,0
Cladonia_solitaria,0
Cladonia_squamosa,0
Cladonia_squamosissima,0
Cladonia_staufferi,0
Cladonia_stellaris,0
Cladonia_stenroosiae,0
Cladonia_steyermarkii,0
Cladonia_stipitata,0
Cladonia_strepsilis,0
Cladonia_stygia,0
Cladonia_subcariosa,0
Cladonia_subcervicornis,0
Cladonia_subchordalis,0
Cladonia_subconistea,0
Cladonia_subfurcata,0
Cladonia_subreticulata,0
Cladonia_subsetacea,0
Cladonia_subsquamosa,0
Cladonia_substellata,0
Cladonia_subsubulata,0
Cladonia_subtenuis,0
Cladonia_subturgida,0
Cladonia_subulata,0
Cladonia_sulcata,0
Cladonia_sulphurina,0
Cladonia_symphycarpa,0
Cladonia_symphycarpia,0
Cladonia_terrae_novae,0
Cladonia_thomsonii,0
Cladonia_trapezuntica,0
Cladonia_turgida,0
Cladonia_ustulata,0
Cladonia_vareschii,0
Cladonia_variegata,0
Cladonia_verticillaris,0
Cladonia_verticillata,0
Cladonia_vulcani,0
Cladonia_vulcanica,0
Cladonia_wainioi,0
Cladonia_weymouthii,0
Cladonia_yunnana,0
Cladonia_zopfii,0
Gymnoderma_coccocarpum,0
Heterodea_beaugleholei,0
Heterodea_muelleri,0
Metus_conglomeratus,0
Pilophorus_acicularis,1
Pilophorus_cereolus,1
Pilophorus_robustus,1
Pilophorus_strumaticus,1
Pycnothelia_papillaria,0
Ramalea_cochleata,0
Ramalinora_glaucolivida,0
Thysanothecium_scutellatum,0
Gypsoplaca_macrophylla,0
Haematomma_accolens,0
Haematomma_erythromma,0
Haematomma_flexuosum,0
Haematomma_ochroleucum,0
Haematomma_stevensiae,0
Haematomma_sulphureum,0
Adelolecia_pilati,0
Arctopeltis_thuleana,0
Bryonora_castanea,0
Carbonea_supersparsa,0
Carbonea_vitellinaria,0
Carbonea_vorticosa,0
Frutidella_caesioatra,0
Japewia_subaurifera,0
Japewia_tornoensis,0
Lecanora_achariana,0
Lecanora_achroa,0
Lecanora_aitema,0
Lecanora_albescens,0
Lecanora_allophana,0
Lecanora_andrewii,0
Lecanora_anopta,0
Lecanora_argentata,0
Lecanora_argopholis,0
Lecanora_austrotropica,0
Lecanora_bicincta,0
Lecanora_bipruinosa,0
Lecanora_burgaziae,0
Lecanora_caesiorubella,0
Lecanora_californica,0
Lecanora_campestris,0
Lecanora_carpinea,0
Lecanora_cateilea,0
Lecanora_cenisia,0
Lecanora_chlarotera,0
Lecanora_chlorophaeodes,0
Lecanora_concolor,0
Lecanora_confusa,0
Lecanora_conizaeoides,0
Lecanora_contractula,0
Lecanora_crenulata,0
Lecanora_densa,0
Lecanora_dispersa,0
Lecanora_dispersoareolata,0
Lecanora_epibryon,0
Lecanora_expallens,0
Lecanora_farinacea,0
Lecanora_filamentosa,0
Lecanora_flavoleprosa,0
Lecanora_flavopallida,0
Lecanora_flotowiana,0
Lecanora_fuscescens,0
Lecanora_fuscobrunnea,0
Lecanora_gangaleoides,0
Lecanora_garovaglii,0
Lecanora_glabrata,0
Lecanora_hagenii,0
Lecanora_helva,0
Lecanora_horiza,0
Lecanora_hybocarpa,0
Lecanora_hyperboreorum,0
Lecanora_imshaugii,0
Lecanora_intricata,0
Lecanora_intumescens,0
Lecanora_laxa,0
Lecanora_leproplaca,0
Lecanora_leprosa,0
Lecanora_leptyrodes,0
Lecanora_lividocinerea,0
Lecanora_lojkaeana,0
Lecanora_macrocyclos,0
Lecanora_muralis,0
Lecanora_nashii,0
Lecanora_nothocaesiella,0
Lecanora_novomexicana,0
Lecanora_opiniconensis,0
Lecanora_orosthea,0
Lecanora_pacifica,0
Lecanora_paramerae,0
Lecanora_perpruinosa,0
Lecanora_phaedrophthalma,0
Lecanora_phaeocardia,0
Lecanora_phryganitis,0
Lecanora_plumosa,0
Lecanora_polytropa,0
Lecanora_populicola,0
Lecanora_pringlei,0
Lecanora_pruinosa,0
Lecanora_pulicaris,0
Lecanora_queenslandica,0
Lecanora_reuteri,0
Lecanora_rugosella,0
Lecanora_rupicola,0
Lecanora_saligna,0
Lecanora_schizochromatica,0
Lecanora_semipallida,0
Lecanora_sorediomarginata,0
Lecanora_straminea,0
Lecanora_subcarnea,0
Lecanora_subcarpinea,0
Lecanora_subimmergens,0
Lecanora_subimmersa,0
Lecanora_subintricata,0
Lecanora_subrugosa,0
Lecanora_sulphurea,0
Lecanora_swartzii,0
Lecanora_symmicta,0
Lecanora_thysanophora,0
Lecanora_toroyensis,0
Lecanora_tropica,0
Lecanora_ulrikii,0
Lecanora_vainioi,0
Lecanora_valesiaca,0
Lecanora_varia,0
Lecanora_wilsonii,0
Lecidea_hercynica,0
Lecidea_leprarioides,0
Lecidea_polytrichina,0
Lecidea_pullata,0
Lecidea_turgidula,0
Lecidella_carpathica,0
Lecidella_elaeochroma,0
Lecidella_euphorea,0
Lecidella_flavosorediata,0
Lecidella_greenii,0
Lecidella_meiococca,0
Lecidella_patavina,0
Lecidella_siplei,0
Lecidella_stigmatea,0
Lecidella_wulfenii,0
Lepraria_flavescens,0
Rhizoplaca_aspidophora,0
Rhizoplaca_bullata,0
Rhizoplaca_chrysoleuca,0
Rhizoplaca_haydenii,0
Rhizoplaca_huashanensis,0
Rhizoplaca_idahoensis,0
Rhizoplaca_macleanii,0
Rhizoplaca_melanophthalma,0
Rhizoplaca_occulta,0
Rhizoplaca_parilis,0
Rhizoplaca_peltata,0
Rhizoplaca_polymorpha,0
Rhizoplaca_porterii,0
Rhizoplaca_shushanii,0
Rhizoplaca_subdiscrepans,0
Lecidea_hypopta,0
Lecidea_nylanderi,0
Lecidea_roseotincta,0
Lecidea_rubrocastanea,0
Lecidea_cyrtidia,0
Lecidea_floridensis,0
Malmidea_aurigera,0
Malmidea_bakeri,0
Malmidea_chrysostigma,0
Malmidea_coralliformis,0
Malmidea_eeuuae,0
Malmidea_inflata,0
Malmidea_perplexa,0
Malmidea_piperis,0
Malmidea_rhodopsis,0
Malmidea_subaurigera,0
Malmidea_variabilis,0
Savoronala_madagascariensis,0
Miriquidica_complanata,0
Miriquidica_garovaglii,0
Miriquidica_instrata,0
Miriquidica_leucophaea,0
Calvitimela_armeniaca,0
Calvitimela_melaleuca,0
Lecidea_aglaea,0
Mycoblastus_affinis,0
Mycoblastus_alpinus,0
Mycoblastus_fucatus,0
Mycoblastus_glabrescens,0
Mycoblastus_japonicus,0
Mycoblastus_sanguinarioides,0
Mycoblastus_sanguinarius,0
Tephromela_atra,0
Tephromela_grumosa,0
Tephromela_pertusarioides,0
Violella_fucata,0
Violella_wangii,0
Alectoria_imshaugii,0
Alectoria_ochroleuca,0
Alectoria_sarmentosa,0
Alectoria_vancouverensis,0
Allantoparmelia_alpicola,0
Anzia_colpodes,0
Anzia_colpota,0
Anzia_flavotenuis,0
Anzia_formosana,0
Anzia_hypoleucoides,0
Anzia_mahaeliyensis,0
Anzia_opuntiella,0
Arctoparmelia_centrifuga,0
Asahinea_chrysantha,0
Brodoa_atrofusca,0
Brodoa_intestiniformis,0
Brodoa_oroarctica,0
Bryocaulon_divergens,0
Bryoria_americana,0
Bryoria_bicolor,0
Bryoria_capillaris,0
Bryoria_confusa,0
Bryoria_divergescens,0
Bryoria_fastigiata,0
Bryoria_fremontii,0
Bryoria_furcellata,0
Bryoria_fuscescens,0
Bryoria_glabra,0
Bryoria_hengduanensis,0
Bryoria_implexa,0
Bryoria_indonesica,0
Bryoria_lactinea,0
Bryoria_lanestris,0
Bryoria_nadvornikiana,0
Bryoria_nitidula,0
Bryoria_perspinosa,0
Bryoria_poeltii,0
Bryoria_rigida,0
Bryoria_simplicior,0
Bryoria_smithii,0
Bryoria_subcana,0
Bryoria_tenuis,0
Bryoria_tortuosa,0
Bryoria_trichodes,0
Bryoria_variabilis,0
Cavernularia_hultenii,0
Cavernularia_lophyrea,0
Ahtiana_aurescens,0
Ahtiana_pallidula,0
Ahtiana_sphaerosporella,0
Allocetraria_ambigua,0
Allocetraria_flavonigrescens,0
Allocetraria_globulans,0
Allocetraria_madreporiformis,0
Allocetraria_sinensis,0
Allocetraria_stracheyi,0
Arctocetraria_andrejevii,0
Arctocetraria_nigricascens,0
Cetraria_aculeata,0
Cetraria_annae,0
Cetraria_arenaria,0
Cetraria_australiensis,0
Cetraria_crespoae,0
Cetraria_ericetorum,0
Cetraria_islandica,0
Cetraria_kamtczatica,0
Cetraria_laevigata,0
Cetraria_muricata,0
Cetraria_nigricans,0
Cetraria_obtusata,0
Cetraria_odontella,0
Cetraria_sepincola,0
Cetrariella_commixta,0
Cetrariella_delisei,0
Cetrariella_fastigiata,0
Cetreliopsis_asahinae,0
Cetreliopsis_laeteflava,0
Cetreliopsis_rhytidocarpa,0
Dactylina_arctica,0
Esslingeriana_idahoensis,0
Flavocetraria_cucullata,0
Flavocetraria_minuscula,0
Flavocetraria_nivalis,0
Kaernefeltia_californica,0
Kaernefeltia_merrillii,0
Masonhalea_inermis,0
Masonhalea_richardsonii,0
Melanelia_hepatizon,0
Melanelia_sorediella,0
Melanelia_stygia,0
Nephromopsis_ahtii,0
Nephromopsis_komarovii,0
Nephromopsis_laureri,0
Nephromopsis_leucostigma,0
Nephromopsis_melaloma,0
Nephromopsis_morrisonicola,0
Nephromopsis_nephromoides,0
Nephromopsis_ornata,0
Nephromopsis_pallescens,0
Nephromopsis_pseudocomplicata,0
Nephromopsis_stracheyi,0
Tuckermanella_coralligera,0
Tuckermanella_fendleri,0
Tuckermanella_weberi,0
Tuckermannopsis_americana,0
Tuckermannopsis_chlorophylla,0
Tuckermannopsis_ciliaris,0
Tuckermannopsis_orbata,0
Tuckermannopsis_platyphylla,0
Tuckermannopsis_subalpina,0
Usnocetraria_oakesiana,0
Vulpicida_canadensis,0
Vulpicida_juniperinus,0
Vulpicida_pinastri,0
Vulpicida_tilesii,0
Vulpicida_tubulosus,0
Vulpicida_viridis,0
Coelopogon_abraxas,0
Coelopogon_epiphorellus,0
Cornicularia_normoerica,0
Evernia_divaricata,0
Evernia_esorediosa,0
Evernia_mesomorpha,0
Evernia_prunastri,0
Everniopsis_trulla,0
Gowardia_arctica,0
Gowardia_nigricans,0
Himantormia_deusta,0
Himantormia_lugubris,0
Hypogymnia_antarctica,0
Hypogymnia_apinnata,0
Hypogymnia_austerodes,0
Hypogymnia_duplicata,0
Hypogymnia_enteromorpha,0
Hypogymnia_farinacea,0
Hypogymnia_flavida,0
Hypogymnia_fujisanensis,0
Hypogymnia_gracilis,0
Hypogymnia_hypotrypa,0
Hypogymnia_imshaugii,0
Hypogymnia_inactiva,0
Hypogymnia_incurvoides,0
Hypogymnia_krogiae,0
Hypogymnia_lugubris,0
Hypogymnia_macrospora,0
Hypogymnia_metaphysodes,0
Hypogymnia_minilobata,0
Hypogymnia_mollis,0
Hypogymnia_occidentalis,0
Hypogymnia_physodes,0
Hypogymnia_pruinosa,0
Hypogymnia_pulverata,0
Hypogymnia_subduplicata,0
Hypogymnia_subphysodes,0
Hypogymnia_tubulosa,0
Hypogymnia_vittata,0
Imshaugia_aleurites,0
Letharia_columbiana,0
Letharia_vulpina,0
Lethariella_canariensis,0
Lethariella_cashmeriana,0
Lethariella_sernanderi,0
Lethariella_togashii,0
Menegazzia_confusa,0
Menegazzia_myriotrema,0
Menegazzia_subsimilis,0
Menegazzia_terebrata,0
Nodobryoria_abbreviata,0
Nodobryoria_oregana,0
Omphalodium_pisacomense,0
Omphalora_arizonica,0
Oropogon_americanus,0
Oropogon_atranorinus,0
Oropogon_bicolor,0
Oropogon_caespitosus,0
Oropogon_colibor,0
Oropogon_granulosus,0
Oropogon_lopezii,0
Oropogon_lorobic,0
Oropogon_loxensis,0
Oropogon_mexicanus,0
Oropogon_sperlingii,0
Pannoparmelia_angustata,0
Almbornia_azaniensis,0
Almbornia_cafferensis,0
Austroparmelina_conlabrosa,0
Austroparmelina_endoleuca,0
Austroparmelina_labrosa,0
Austroparmelina_macrospora,0
Austroparmelina_pruinata,0
Austroparmelina_pseudorelicina,0
Bulbothrix_apophysata,0
Bulbothrix_coronata,0
Bulbothrix_decurtata,0
Bulbothrix_goebelii,0
Bulbothrix_hypocraea,0
Bulbothrix_isidiza,0
Bulbothrix_laevigatula,0
Bulbothrix_meizospora,0
Bulbothrix_sensibilis,0
Bulbothrix_setschwanensis,0
Bulbothrix_suffixa,0
Bulbothrix_tabacina,0
Canoparmelia_carneopruinata,0
Canoparmelia_caroliniana,0
Canoparmelia_concrescens,0
Canoparmelia_crozalsiana,0
Canoparmelia_ecaperata,0
Canoparmelia_inhaminensis,0
Canoparmelia_nairobiensis,0
Canoparmelia_schelpei,0
Canoparmelia_texana,0
Cetrariastrum_andense,0
Cetrariastrum_dubitans,0
Cetrariastrum_ecuadoriense,0
Cetrelia_braunsiana,0
Cetrelia_cetrarioides,0
Cetrelia_chicitae,0
Cetrelia_japonica,0
Cetrelia_olivetorum,0
Cetrelia_pseudolivetorum,0
Emodomelanelia_masonii,0
Everniastrum_americanum,0
Everniastrum_catawbiense,0
Everniastrum_cirrhatum,0
Everniastrum_lipidiferum,0
Everniastrum_nepalense,0
Everniastrum_rhizodendroideum,0
Everniastrum_sorocheilum,0
Everniastrum_vexans,0
Flavoparmelia_baltimorensis,0
Flavoparmelia_caperata,0
Flavoparmelia_citrinescens,0
Flavoparmelia_euplecta,0
Flavoparmelia_ferax,0
Flavoparmelia_haysomii,0
Flavoparmelia_haywardiana,0
Flavoparmelia_marchantii,0
Flavoparmelia_papillosa,0
Flavoparmelia_rutidota,0
Flavoparmelia_secalonica,0
Flavoparmelia_soredians,0
Flavoparmelia_springtonensis,0
Flavoparmelia_subambigua,0
Flavopunctelia_borrerioides,0
Flavopunctelia_flaventior,0
Flavopunctelia_soredica,0
Hypotrachyna_adducta,0
Hypotrachyna_afrorevoluta,0
Hypotrachyna_booralensis,0
Hypotrachyna_brasiliana,0
Hypotrachyna_britannica,0
Hypotrachyna_caraccensis,0
Hypotrachyna_ciliata,0
Hypotrachyna_dactylifera,0
Hypotrachyna_degelii,0
Hypotrachyna_endochlora,0
Hypotrachyna_exsecta,0
Hypotrachyna_fissicarpa,0
Hypotrachyna_flexilis,0
Hypotrachyna_imbricatula,0
Hypotrachyna_immaculata,0
Hypotrachyna_koyaensis,0
Hypotrachyna_laevigata,0
Hypotrachyna_leiophylla,0
Hypotrachyna_livida,0
Hypotrachyna_neodissecta,0
Hypotrachyna_osseoalba,0
Hypotrachyna_physcioides,0
Hypotrachyna_polydactyla,0
Hypotrachyna_pseudosinuosa,0
Hypotrachyna_radiculata,0
Hypotrachyna_reducens,0
Hypotrachyna_revoluta,0
Hypotrachyna_rockii,0
Hypotrachyna_showmanii,0
Hypotrachyna_sinuosa,0
Hypotrachyna_taylorensis,0
Karoowia_adhaerens,0
Karoowia_perspersa,0
Karoowia_ralla,0
Karoowia_scitula,0
Melanelixia_albertana,0
Melanelixia_californica,0
Melanelixia_calva,0
Melanelixia_fuliginosa,0
Melanelixia_glabra,0
Melanelixia_glabratuloides,0
Melanelixia_glabroides,0
Melanelixia_piliferella,0
Melanelixia_subargentifera,0
Melanelixia_subaurifera,0
Melanelixia_subglabra,0
Melanelixia_villosella,0
Melanohalea_elegantula,0
Melanohalea_exasperata,0
Melanohalea_exasperatula,0
Melanohalea_gomukhensis,0
Melanohalea_halei,0
Melanohalea_infumata,0
Melanohalea_laciniatula,0
Melanohalea_lobulata,0
Melanohalea_multispora,0
Melanohalea_olivacea,0
Melanohalea_poeltii,0
Melanohalea_septentrionalis,0
Melanohalea_subelegantula,0
Melanohalea_subexasperata,0
Melanohalea_subolivacea,0
Melanohalea_trabeculata,0
Montanelia_disjuncta,0
Montanelia_panniformis,0
Montanelia_sorediata,0
Montanelia_tominii,0
Myelochroa_aurulenta,0
Myelochroa_entotheiochroa,0
Myelochroa_galbina,0
Myelochroa_indica,0
Myelochroa_irrugans,0
