Tip_label f
Lecanora_valesiaca 0.02
Lecanora_varia 0.02
Lecanora_wilsonii 0.02
Lecidea_hercynica 0.02
Lecidea_leprarioides 0.02
Lecidea_polytrichina 0.02
Lecidea_pullata 0.02
Lecidea_turgidula 0.02
Lecidella_carpathica 0.02
Lecidella_elaeochroma 0.02
Lecidella_euphorea 0.02
Lecidella_flavosorediata 0.02
Lecidella_greenii 0.02
Lecidella_meiococca 0.02
Lecidella_patavina 0.02
Lecidella_siplei 0.02
Lecidella_stigmatea 0.02
Lecidella_wulfenii 0.02
Lepraria_flavescens 0.02
Rhizoplaca_aspidophora 0.02
Rhizoplaca_bullata 0.02
Rhizoplaca_chrysoleuca 0.02
Rhizoplaca_haydenii 0.02
Rhizoplaca_huashanensis 0.02
Rhizoplaca_idahoensis 0.02
Rhizoplaca_macleanii 0.02
Rhizoplaca_melanophthalma 0.02
Rhizoplaca_occulta 0.02
Rhizoplaca_parilis 0.02
Rhizoplaca_peltata 0.02
Rhizoplaca_polymorpha 0.02
Rhizoplaca_porterii 0.02
Rhizoplaca_shushanii 0.02
Rhizoplaca_subdiscrepans 0.02
Lecidea_hypopta 0.04
Lecidea_nylanderi 0.1
Lecidea_roseotincta 0.1
Lecidea_rubrocastanea 0.1
Lecidea_cyrtidia 0.04
Lecidea_floridensis 0.04
Malmidea_aurigera 0.04
Malmidea_bakeri 0.04
Malmidea_chrysostigma 0.04
Malmidea_coralliformis 0.04
Malmidea_eeuuae 0.04
Malmidea_inflata 0.04
Malmidea_perplexa 0.04
Malmidea_piperis 0.04
Malmidea_rhodopsis 0.04
Malmidea_subaurigera 0.04
Malmidea_variabilis 0.04
Savoronala_madagascariensis 0.04
Miriquidica_complanata 0.02
Miriquidica_garovaglii 0.02
Miriquidica_instrata 0.02
Miriquidica_leucophaea 0.02
Calvitimela_armeniaca 0.04
Calvitimela_melaleuca 0.04
Lecidea_aglaea 0.04
Mycoblastus_affinis 0.04
Mycoblastus_alpinus 0.04
Mycoblastus_fucatus 0.04
Mycoblastus_glabrescens 0.04
Mycoblastus_japonicus 0.04
Mycoblastus_sanguinarioides 0.04
Mycoblastus_sanguinarius 0.04
Tephromela_atra 0.04
Tephromela_grumosa 0.04
Tephromela_pertusarioides 0.04
Violella_fucata 0.04
Violella_wangii 0.04
Alectoria_imshaugii 0.02
Alectoria_ochroleuca 0.02
Alectoria_sarmentosa 0.02
Alectoria_vancouverensis 0.02
Allantoparmelia_alpicola 0.02
Anzia_colpodes 0.02
Anzia_colpota 0.02
Anzia_flavotenuis 0.02
Anzia_formosana 0.02
Anzia_hypoleucoides 0.02
Anzia_mahaeliyensis 0.02
Anzia_opuntiella 0.02
Arctoparmelia_centrifuga 0.02
Asahinea_chrysantha 0.02
Brodoa_atrofusca 0.02
Brodoa_intestiniformis 0.02
Brodoa_oroarctica 0.02
Bryocaulon_divergens 0.02
Bryoria_americana 0.02
Bryoria_bicolor 0.02
Bryoria_capillaris 0.02
Bryoria_confusa 0.02
Bryoria_divergescens 0.02
Bryoria_fastigiata 0.02
Bryoria_fremontii 0.02
Bryoria_furcellata 0.02
Bryoria_fuscescens 0.02
Bryoria_glabra 0.02
Bryoria_hengduanensis 0.02
Bryoria_implexa 0.02
Bryoria_indonesica 0.02
Bryoria_lactinea 0.02
Bryoria_lanestris 0.02
Bryoria_nadvornikiana 0.02
Bryoria_nitidula 0.02
Bryoria_perspinosa 0.02
Bryoria_poeltii 0.02
Bryoria_rigida 0.02
Bryoria_simplicior 0.02
Bryoria_smithii 0.02
Bryoria_subcana 0.02
Bryoria_tenuis 0.02
Bryoria_tortuosa 0.02
Bryoria_trichodes 0.02
Bryoria_variabilis 0.02
Cavernularia_hultenii 0.02
Cavernularia_lophyrea 0.02
Ahtiana_aurescens 0.02
Ahtiana_pallidula 0.02
Ahtiana_sphaerosporella 0.02
Allocetraria_ambigua 0.02
Allocetraria_flavonigrescens 0.02
Allocetraria_globulans 0.02
Allocetraria_madreporiformis 0.02
Allocetraria_sinensis 0.02
Allocetraria_stracheyi 0.02
Arctocetraria_andrejevii 0.02
Arctocetraria_nigricascens 0.02
Cetraria_aculeata 0.02
Cetraria_annae 0.02
Cetraria_arenaria 0.02
Cetraria_australiensis 0.02
Cetraria_crespoae 0.02
Cetraria_ericetorum 0.02
Cetraria_islandica 0.02
Cetraria_kamtczatica 0.02
Cetraria_laevigata 0.02
Cetraria_muricata 0.02
Cetraria_nigricans 0.02
Cetraria_obtusata 0.02
Cetraria_odontella 0.02
Cetraria_sepincola 0.02
Cetrariella_commixta 0.02
Cetrariella_delisei 0.02
Cetrariella_fastigiata 0.02
Cetreliopsis_asahinae 0.02
Cetreliopsis_laeteflava 0.02
Cetreliopsis_rhytidocarpa 0.02
Dactylina_arctica 0.02
Esslingeriana_idahoensis 0.02
Flavocetraria_cucullata 0.02
